record_id,asset_id,asset_type,technician_id,date,maintenance_note,true_severity
REC_0399,ASSET_5903,Suspension Spring,Tech_008,2023-06-16,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0400,ASSET_9856,HVAC Unit,Tech_025,2023-12-06,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0401,ASSET_6666,Wheelset,Tech_014,2023-02-24,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0402,ASSET_7499,Bogie Frame,Tech_021,2023-12-01,Driver reported excessive vibration above 80km/h. Investigated wheelset – bearing clearance within limits but noted micro-pitting.,Medium
REC_0403,ASSET_6829,HVAC Unit,Tech_014,2024-07-20,Intermittent squealing noise from coupler assembly. Lubrication applied; monitoring required.,Low
REC_0404,ASSET_2404,Pantograph,Tech_026,2024-09-25,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0405,ASSET_3526,Axle Box,Tech_024,2024-01-25,Driver reported excessive vibration above 80km/h. Investigated wheelset – bearing clearance within limits but noted micro-pitting.,Medium
REC_0406,ASSET_2499,Pantograph,Tech_015,2023-01-06,Surface crack observed on traction motor tread. Asset removed from service pending workshop assessment.,High
REC_0407,ASSET_2430,HVAC Unit,Tech_015,2023-07-11,Crack indication found on pantograph during magnetic particle inspection. Length approx 10.2mm. Sent for NDT.,High
REC_0408,ASSET_2692,Wheelset,Tech_012,2023-01-27,Bearing temperature elevated: 48.9°C during run. Checked lubrication – regreased.,Medium
REC_0409,ASSET_6315,Bogie Frame,Tech_010,2024-01-30,Bearing temperature elevated: 56.9°C during run. Checked lubrication – regreased.,Medium
REC_0410,ASSET_4977,Door Mechanism,Tech_006,2024-08-08,"Impact damage noted on hvac unit. Possible ballast strike. Minor gouging, 74.1mm depth.",Low
REC_0411,ASSET_5405,Pantograph,Tech_016,2023-11-05,Spring deflection marginally above mean: 16.5mm. Within acceptable range. Note for trend analysis.,Medium
REC_0412,ASSET_5521,Pantograph,Tech_016,2024-03-07,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0413,ASSET_5040,Coupler Assembly,Tech_020,2024-10-02,Visual check passed. Surface condition satisfactory.,Low
REC_0414,ASSET_3219,Bogie Frame,Tech_013,2023-11-08,TADS alarm triggered for brake system. Temperature spike 43.8°C above ambient. Bearing replaced.,High
REC_0415,ASSET_6399,Traction Motor,Tech_014,2024-03-26,Rhythmic clunking at low speed. Wheel flat detected: 36.4mm depth.,High
REC_0416,ASSET_6253,Brake System,Tech_016,2024-09-09,Minor corrosion on suspension spring surface. Treated and coated. Monitor at next cycle.,Medium
REC_0417,ASSET_6228,Coupler Assembly,Tech_019,2023-10-26,Rhythmic clunking at low speed. Wheel flat detected: 91.7mm depth.,High
REC_0418,ASSET_7437,Wheelset,Tech_030,2024-01-09,Driver reported excessive vibration above 80km/h. Investigated traction motor – bearing clearance within limits but noted micro-pitting.,Medium
REC_0419,ASSET_9939,Door Mechanism,Tech_001,2023-07-04,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0420,ASSET_5773,HVAC Unit,Tech_022,2023-03-12,Brake pad thickness below threshold: 41.9mm. Replaced brake block set.,High
REC_0421,ASSET_4965,Axle Box,Tech_023,2023-09-16,Uneven brake application reported. Slack adjuster inspected and reset.,Medium
REC_0422,ASSET_8851,HVAC Unit,Tech_018,2024-08-19,"Impact damage noted on hvac unit. Possible ballast strike. Minor gouging, 7.5mm depth.",Low
REC_0423,ASSET_6890,Suspension Spring,Tech_021,2024-07-03,Brake disc scoring observed on hvac unit. Score depth 51.9mm. Monitoring.,Low
REC_0424,ASSET_6816,Suspension Spring,Tech_002,2023-06-20,Visual check passed. Surface condition satisfactory.,Low
REC_0425,ASSET_6432,Wheelset,Tech_001,2024-03-16,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0426,ASSET_9499,Suspension Spring,Tech_023,2024-07-25,"Noticed unusual wear pattern on pantograph. Flange thickness measured at 21.5mm, approaching lower limit.",Medium
REC_0427,ASSET_7408,Suspension Spring,Tech_023,2024-04-19,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0428,ASSET_1402,Wheelset,Tech_010,2024-05-09,Brake disc scoring observed on axle box. Score depth 33.1mm. Monitoring.,Low
REC_0429,ASSET_3321,Pantograph,Tech_011,2023-12-23,"Impact damage noted on wheelset. Possible ballast strike. Minor gouging, 11.5mm depth.",Low
REC_0430,ASSET_6706,Wheelset,Tech_015,2024-05-02,Brake pad thickness below threshold: 49.7mm. Replaced brake block set.,High
REC_0431,ASSET_5919,Wheelset,Tech_001,2023-02-15,All measurements nominal. Component life estimated 30.6% remaining.,Low
REC_0432,ASSET_3692,Door Mechanism,Tech_006,2023-09-07,Rhythmic clunking at low speed. Wheel flat detected: 64.5mm depth.,High
REC_0433,ASSET_7985,Brake System,Tech_026,2024-04-18,Bearing temperature elevated: 31.8°C during run. Checked lubrication – regreased.,Medium
REC_0434,ASSET_8080,Bogie Frame,Tech_024,2024-02-10,Surface crack observed on axle box tread. Asset removed from service pending workshop assessment.,High
REC_0435,ASSET_8037,Bogie Frame,Tech_023,2024-02-03,TADS alarm triggered for brake system. Temperature spike 43.0°C above ambient. Bearing replaced.,High
REC_0436,ASSET_2025,Wheelset,Tech_026,2024-08-14,Tread hollowing measured: 26.8mm. Reprofiling scheduled.,Low
REC_0437,ASSET_4228,Wheelset,Tech_009,2024-04-13,Bearing temperature elevated: 35.1°C during run. Checked lubrication – regreased.,Medium
REC_0438,ASSET_6134,HVAC Unit,Tech_020,2024-09-03,Spring deflection marginally above mean: 50.4mm. Within acceptable range. Note for trend analysis.,Medium
REC_0439,ASSET_6766,Suspension Spring,Tech_006,2024-04-13,Surface crack observed on suspension spring tread. Asset removed from service pending workshop assessment.,High
REC_0440,ASSET_2388,Axle Box,Tech_011,2024-11-19,Spring deflection marginally above mean: 87.3mm. Within acceptable range. Note for trend analysis.,Medium
REC_0441,ASSET_3999,Axle Box,Tech_017,2024-01-18,"Noticed unusual wear pattern on brake system. Flange thickness measured at 29.4mm, approaching lower limit.",Medium
REC_0442,ASSET_7286,Axle Box,Tech_016,2024-03-09,Surface crack observed on hvac unit tread. Asset removed from service pending workshop assessment.,High
REC_0443,ASSET_3838,Axle Box,Tech_016,2024-07-22,Minor corrosion on door mechanism surface. Treated and coated. Monitor at next cycle.,Medium
REC_0444,ASSET_8389,Bogie Frame,Tech_028,2024-09-26,High-frequency noise traced to axle box. Fastener torque checked and found loose at 18.2Nm.,Low
REC_0445,ASSET_4196,Door Mechanism,Tech_017,2024-01-29,Crack indication found on bogie frame during magnetic particle inspection. Length approx 46.3mm. Sent for NDT.,High
REC_0446,ASSET_9056,Coupler Assembly,Tech_016,2024-03-01,Minor corrosion on coupler assembly surface. Treated and coated. Monitor at next cycle.,Medium
REC_0447,ASSET_4613,Bogie Frame,Tech_009,2023-10-27,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0448,ASSET_8492,Coupler Assembly,Tech_018,2024-08-02,Driver reported excessive vibration above 80km/h. Investigated door mechanism – bearing clearance within limits but noted micro-pitting.,Medium
REC_0449,ASSET_5389,Traction Motor,Tech_018,2024-07-10,Brake disc scoring observed on wheelset. Score depth 54.6mm. Monitoring.,Low
REC_0450,ASSET_7965,Brake System,Tech_010,2023-04-15,Scheduled lubrication performed on coupler assembly. Grease level restored.,Low
REC_0451,ASSET_2425,Wheelset,Tech_025,2024-03-25,Scheduled lubrication performed on coupler assembly. Grease level restored.,Low
REC_0452,ASSET_6744,HVAC Unit,Tech_006,2024-09-16,Driver reported excessive vibration above 80km/h. Investigated brake system – bearing clearance within limits but noted micro-pitting.,Medium
REC_0453,ASSET_4390,Suspension Spring,Tech_012,2023-03-02,TADS alarm triggered for axle box. Temperature spike 74.7°C above ambient. Bearing replaced.,High
REC_0454,ASSET_3758,Pantograph,Tech_010,2023-11-28,Bearing temperature elevated: 56.9°C during run. Checked lubrication – regreased.,Medium
REC_0455,ASSET_9428,Wheelset,Tech_005,2024-11-26,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0456,ASSET_3078,Brake System,Tech_005,2023-05-16,"Impact damage noted on bogie frame. Possible ballast strike. Minor gouging, 94.3mm depth.",Low
REC_0457,ASSET_7434,Axle Box,Tech_019,2024-05-16,All measurements nominal. Component life estimated 78.8% remaining.,Low
REC_0458,ASSET_7146,Wheelset,Tech_021,2024-04-07,Minor corrosion on pantograph surface. Treated and coated. Monitor at next cycle.,Medium
REC_0459,ASSET_5558,Coupler Assembly,Tech_016,2024-01-13,Visual check passed. Surface condition satisfactory.,Low
REC_0460,ASSET_2526,Traction Motor,Tech_028,2024-04-14,Rhythmic clunking at low speed. Wheel flat detected: 0.7mm depth.,High
REC_0461,ASSET_8039,Coupler Assembly,Tech_009,2023-08-05,Visual check passed. Surface condition satisfactory.,Low
REC_0462,ASSET_3139,Coupler Assembly,Tech_026,2024-08-02,Rhythmic clunking at low speed. Wheel flat detected: 32.4mm depth.,High
REC_0463,ASSET_8529,Wheelset,Tech_030,2023-01-17,Rhythmic clunking at low speed. Wheel flat detected: 4.8mm depth.,High
REC_0464,ASSET_8009,Axle Box,Tech_029,2023-07-27,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0465,ASSET_5489,Traction Motor,Tech_009,2023-04-06,Minor corrosion on pantograph surface. Treated and coated. Monitor at next cycle.,Medium
REC_0466,ASSET_3711,HVAC Unit,Tech_021,2023-02-23,Visual check passed. Surface condition satisfactory.,Low
REC_0467,ASSET_2494,Bogie Frame,Tech_007,2023-04-08,High-frequency noise traced to brake system. Fastener torque checked and found loose at 41.1Nm.,Low
REC_0468,ASSET_4705,Coupler Assembly,Tech_001,2024-06-15,Uneven brake application reported. Slack adjuster inspected and reset.,Medium
REC_0469,ASSET_7919,Coupler Assembly,Tech_003,2023-05-16,Routine inspection completed. No anomalies detected. All measurements within spec.,Low
REC_0470,ASSET_2678,Traction Motor,Tech_012,2023-04-16,Driver reported excessive vibration above 80km/h. Investigated hvac unit – bearing clearance within limits but noted micro-pitting.,Medium
REC_0471,ASSET_3181,Axle Box,Tech_003,2024-10-18,High-frequency noise traced to axle box. Fastener torque checked and found loose at 36.7Nm.,Low
REC_0472,ASSET_3688,Traction Motor,Tech_024,2024-03-26,Brake disc scoring observed on suspension spring. Score depth 1.3mm. Monitoring.,Low
REC_0473,ASSET_8248,Wheelset,Tech_029,2023-08-11,Tread hollowing measured: 87.4mm. Reprofiling scheduled.,Low
REC_0474,ASSET_7291,HVAC Unit,Tech_011,2023-12-26,"Noticed unusual wear pattern on axle box. Flange thickness measured at 71.6mm, approaching lower limit.",Medium
REC_0475,ASSET_2380,Door Mechanism,Tech_020,2023-09-12,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0476,ASSET_1439,Pantograph,Tech_007,2024-11-05,TADS alarm triggered for suspension spring. Temperature spike 27.4°C above ambient. Bearing replaced.,High
REC_0477,ASSET_7418,Bogie Frame,Tech_026,2023-10-30,Brake disc scoring observed on suspension spring. Score depth 48.6mm. Monitoring.,Low
REC_0478,ASSET_4949,Suspension Spring,Tech_003,2024-05-26,Driver reported excessive vibration above 80km/h. Investigated coupler assembly – bearing clearance within limits but noted micro-pitting.,Medium
REC_0479,ASSET_6185,HVAC Unit,Tech_028,2023-05-16,Brake disc scoring observed on bogie frame. Score depth 93.8mm. Monitoring.,Low
REC_0480,ASSET_3830,Wheelset,Tech_001,2024-04-27,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0481,ASSET_4534,Bogie Frame,Tech_026,2023-02-10,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0482,ASSET_9209,HVAC Unit,Tech_023,2024-03-01,Surface crack observed on door mechanism tread. Asset removed from service pending workshop assessment.,High
REC_0483,ASSET_9808,Axle Box,Tech_009,2024-09-22,Surface crack observed on wheelset tread. Asset removed from service pending workshop assessment.,High
REC_0484,ASSET_4329,Door Mechanism,Tech_011,2023-06-09,Visual check passed. Surface condition satisfactory.,Low
REC_0485,ASSET_2083,HVAC Unit,Tech_024,2023-11-14,Surface crack observed on suspension spring tread. Asset removed from service pending workshop assessment.,High
REC_0486,ASSET_8118,Coupler Assembly,Tech_020,2023-04-29,Driver reported excessive vibration above 80km/h. Investigated bogie frame – bearing clearance within limits but noted micro-pitting.,Medium
REC_0487,ASSET_3877,Bogie Frame,Tech_023,2023-05-03,TADS alarm triggered for bogie frame. Temperature spike 29.7°C above ambient. Bearing replaced.,High
REC_0488,ASSET_6680,Door Mechanism,Tech_026,2024-06-19,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0489,ASSET_5403,Bogie Frame,Tech_011,2023-05-01,Intermittent squealing noise from axle box. Lubrication applied; monitoring required.,Low
REC_0490,ASSET_5308,Wheelset,Tech_016,2024-08-13,"Impact damage noted on pantograph. Possible ballast strike. Minor gouging, 50.0mm depth.",Low
REC_0491,ASSET_9185,Axle Box,Tech_012,2024-08-03,Brake pad thickness below threshold: 34.5mm. Replaced brake block set.,High
REC_0492,ASSET_2889,Door Mechanism,Tech_001,2023-08-22,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0493,ASSET_8729,HVAC Unit,Tech_030,2024-01-08,Scheduled lubrication performed on bogie frame. Grease level restored.,Low
REC_0494,ASSET_1579,HVAC Unit,Tech_008,2024-07-20,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0495,ASSET_6241,Wheelset,Tech_019,2023-10-05,Rhythmic clunking at low speed. Wheel flat detected: 39.8mm depth.,High
REC_0496,ASSET_1862,Brake System,Tech_026,2023-07-03,Crack indication found on wheelset during magnetic particle inspection. Length approx 47.9mm. Sent for NDT.,High
REC_0497,ASSET_2129,Pantograph,Tech_025,2024-04-21,Brake disc scoring observed on bogie frame. Score depth 90.7mm. Monitoring.,Low
REC_0498,ASSET_8483,Traction Motor,Tech_007,2023-01-09,High-frequency noise traced to traction motor. Fastener torque checked and found loose at 8.7Nm.,Low
REC_0499,ASSET_4974,Traction Motor,Tech_019,2024-04-20,High-frequency noise traced to suspension spring. Fastener torque checked and found loose at 74.6Nm.,Low
REC_0500,ASSET_9954,Axle Box,Tech_001,2023-09-09,Uneven brake application reported. Slack adjuster inspected and reset.,Medium
